Customer ID,Recency,Frequency,Monetary,Cluster,Segment
15420,434,6,743.0,1,At-Risk Customers
15421,59,10,3805.34,2,Loyal Customers
15422,323,7,1619.97,1,At-Risk Customers
15423,38,3,266.89,3,New / Developing Customers
15424,254,3,597.78,1,At-Risk Customers
15425,400,4,1941.1200000000001,1,At-Risk Customers
15426,19,9,2156.35,2,Loyal Customers
15427,33,3,1430.54,3,New / Developing Customers
15428,15,4,762.75,3,New / Developing Customers
15429,27,2,397.35,3,New / Developing Customers
15430,468,2,954.75,1,At-Risk Customers
15431,503,1,153.24,4,Dormant Customers
15432,23,2,320.76,3,New / Developing Customers
15433,214,2,533.3,1,At-Risk Customers
15434,8,11,2567.06,2,Loyal Customers
15435,22,1,149.29,3,New / Developing Customers
15436,12,3,1067.75,3,New / Developing Customers
15437,262,2,393.45,4,Dormant Customers
15438,131,1,156.57999999999998,4,Dormant Customers
15439,405,4,1269.05,1,At-Risk Customers
15440,55,3,383.68,3,New / Developing Customers
15441,396,3,1254.21,1,At-Risk Customers
15442,249,1,594.0,4,Dormant Customers
15443,2,14,5114.23,0,Champions
15444,9,2,1411.21,3,New / Developing Customers
15445,264,2,284.5,4,Dormant Customers
15446,377,3,399.75,1,At-Risk Customers
15447,331,5,492.88,1,At-Risk Customers
15448,313,2,788.81,1,At-Risk Customers
15449,26,3,974.52,3,New / Developing Customers
15450,30,1,429.84,3,New / Developing Customers
15451,434,2,226.86,4,Dormant Customers
15452,30,6,1785.1100000000001,2,Loyal Customers
15453,2,7,1371.77,2,Loyal Customers
15454,362,2,305.99,4,Dormant Customers
15455,598,1,38.25,4,Dormant Customers
15456,283,10,2091.52,1,At-Risk Customers
15457,262,1,237.07,4,Dormant Customers
15458,25,2,370.43999999999994,3,New / Developing Customers
15459,417,2,202.82999999999998,4,Dormant Customers
15460,354,1,214.26,4,Dormant Customers
15461,461,2,429.7,4,Dormant Customers
15462,94,4,737.05,1,At-Risk Customers
15463,29,1,126.14,3,New / Developing Customers
15464,338,1,1044.65,1,At-Risk Customers
15465,20,32,12100.4,0,Champions
15466,85,4,1560.46,1,At-Risk Customers
15467,9,3,524.88,3,New / Developing Customers
15468,51,3,1430.48,3,New / Developing Customers
15469,50,3,874.25,3,New / Developing Customers
15470,576,1,63.419999999999995,4,Dormant Customers
15471,2,3,1292.01,3,New / Developing Customers
15472,113,1,371.56,4,Dormant Customers
15473,14,8,2046.0,2,Loyal Customers
15474,596,1,150.35,4,Dormant Customers
15475,77,1,454.10999999999996,3,New / Developing Customers
15476,380,4,2209.98,1,At-Risk Customers
15477,650,1,368.4,4,Dormant Customers
15478,40,3,1983.48,3,New / Developing Customers
15479,733,1,147.4,4,Dormant Customers
15480,116,5,6279.0,2,Loyal Customers
15481,401,1,1993.34,1,At-Risk Customers
15482,16,19,14417.36,0,Champions
15483,161,10,817.8199999999999,1,At-Risk Customers
15484,1,6,4652.1,2,Loyal Customers
15485,30,7,4810.92,2,Loyal Customers
15486,527,1,102.0,4,Dormant Customers
15487,680,1,231.32,4,Dormant Customers
15488,93,5,431.92,1,At-Risk Customers
15489,23,8,2419.61,2,Loyal Customers
15490,430,1,210.85,4,Dormant Customers
15491,95,6,3100.09,2,Loyal Customers
15492,28,2,659.4599999999999,3,New / Developing Customers
15493,33,9,4121.68,2,Loyal Customers
15494,21,5,3702.6,2,Loyal Customers
15495,379,1,246.5,4,Dormant Customers
15496,631,1,146.14000000000001,4,Dormant Customers
15497,18,9,8657.39,2,Loyal Customers
15498,3,44,24972.86,0,Champions
15499,724,1,158.65,4,Dormant Customers
15500,8,4,1131.56,3,New / Developing Customers
15501,405,2,399.95,4,Dormant Customers
15502,16,14,13003.869999999999,0,Champions
15503,363,2,257.3,4,Dormant Customers
15504,81,4,402.7,3,New / Developing Customers
15505,53,5,3610.96,2,Loyal Customers
15506,23,6,2030.33,2,Loyal Customers
15507,172,1,475.86,4,Dormant Customers
15508,189,6,1000.27,1,At-Risk Customers
15509,380,1,152.41,4,Dormant Customers
15510,331,1,250.0,4,Dormant Customers
15511,12,5,900.53,3,New / Developing Customers
15512,156,4,331.58,1,At-Risk Customers
15513,33,35,26437.05,0,Champions
15514,12,18,6392.06,0,Champions
15515,387,1,171.81,4,Dormant Customers
15516,45,3,62.43,3,New / Developing Customers
15517,233,1,267.03,4,Dormant Customers
15518,64,15,4189.99,2,Loyal Customers
15519,383,2,344.61,4,Dormant Customers
15520,2,1,343.5,3,New / Developing Customers
15521,40,16,7098.24,2,Loyal Customers
15522,33,2,397.99,3,New / Developing Customers
15523,84,16,17259.19,2,Loyal Customers
15524,25,2,591.4,3,New / Developing Customers
15525,2,4,890.22,3,New / Developing Customers
15526,33,2,148.44,3,New / Developing Customers
15527,19,23,5554.89,0,Champions
15528,254,1,229.33,4,Dormant Customers
15529,23,12,4783.66,2,Loyal Customers
15530,22,5,1808.68,2,Loyal Customers
15531,8,2,1972.39,3,New / Developing Customers
15532,25,10,3738.85,2,Loyal Customers
15533,19,3,807.57,3,New / Developing Customers
15534,726,1,162.25,4,Dormant Customers
15535,173,6,1044.3700000000001,1,At-Risk Customers
15536,409,1,259.09,4,Dormant Customers
15537,163,1,110.92,4,Dormant Customers
15538,538,6,3358.3999999999996,1,At-Risk Customers
15539,7,1,538.46,3,New / Developing Customers
15540,11,2,460.68,3,New / Developing Customers
15541,114,1,85.13000000000001,4,Dormant Customers
15542,512,3,855.71,1,At-Risk Customers
15543,288,2,242.26,4,Dormant Customers
15544,9,20,7807.89,0,Champions
15545,54,2,288.96999999999997,3,New / Developing Customers
15546,607,2,1079.1000000000001,1,At-Risk Customers
15547,7,26,10057.05,0,Champions
15548,596,1,158.09,4,Dormant Customers
15549,77,8,2334.16,2,Loyal Customers
15550,4,12,2211.05,2,Loyal Customers
15551,37,7,1679.81,2,Loyal Customers
15552,217,2,252.52,4,Dormant Customers
15553,60,1,428.93,3,New / Developing Customers
15554,278,1,217.2,4,Dormant Customers
15555,12,36,11243.91,0,Champions
15556,24,1,279.77,3,New / Developing Customers
15557,29,1,468.91,3,New / Developing Customers
15558,639,1,202.68,4,Dormant Customers
15559,568,1,1109.4,1,At-Risk Customers
15560,398,2,153.52,4,Dormant Customers
15561,12,8,1934.3899999999999,2,Loyal Customers
15562,352,3,671.4300000000001,1,At-Risk Customers
15563,22,7,2859.46,2,Loyal Customers
15564,463,2,70.74000000000001,4,Dormant Customers
15565,50,2,173.16,3,New / Developing Customers
15566,393,2,227.87,4,Dormant Customers
15567,19,1,186.01,3,New / Developing Customers
15568,3,3,758.29,3,New / Developing Customers
15569,104,10,3583.45,2,Loyal Customers
15570,7,25,8736.49,0,Champions
15571,12,14,3892.35,2,Loyal Customers
15572,5,10,3965.2,2,Loyal Customers
15573,32,5,1188.42,2,Loyal Customers
15574,178,6,1101.44,1,At-Risk Customers
15575,620,1,30.1,4,Dormant Customers
15576,38,1,921.37,3,New / Developing Customers
15577,151,5,396.03000000000003,1,At-Risk Customers
15578,162,1,127.1,4,Dormant Customers
15579,69,5,1250.63,1,At-Risk Customers
15580,377,8,1375.39,1,At-Risk Customers
15581,121,38,7480.4,0,Champions
15582,25,3,682.9100000000001,3,New / Developing Customers
15583,376,1,95.96,4,Dormant Customers
15584,24,6,1268.2,2,Loyal Customers
15585,177,1,455.3,4,Dormant Customers
15586,593,3,1139.1,1,At-Risk Customers
15587,50,7,1522.0800000000002,2,Loyal Customers
15588,678,1,579.6,4,Dormant Customers
15589,256,3,478.53000000000003,1,At-Risk Customers
15590,382,5,1496.6,1,At-Risk Customers
15591,583,3,217.9,4,Dormant Customers
15592,47,1,388.58,3,New / Developing Customers
15593,71,1,199.8,4,Dormant Customers
15594,16,5,1771.78,2,Loyal Customers
15595,488,1,357.6,4,Dormant Customers
15596,101,9,2727.72,2,Loyal Customers
15597,35,2,563.37,3,New / Developing Customers
15598,53,2,548.02,3,New / Developing Customers
15599,27,3,1250.06,3,New / Developing Customers
15600,428,4,1199.31,1,At-Risk Customers
15601,11,30,14191.74,0,Champions
15602,8,16,3137.96,2,Loyal Customers
15603,79,2,88.48,4,Dormant Customers
15604,52,1,216.39,3,New / Developing Customers
15605,36,9,1741.95,2,Loyal Customers
15606,61,17,5230.99,2,Loyal Customers
15607,337,9,1708.97,1,At-Risk Customers
15608,28,5,1785.98,2,Loyal Customers
15609,184,1,298.48,4,Dormant Customers
15610,52,1,112.46000000000001,4,Dormant Customers
15611,10,26,2997.28,0,Champions
15612,36,2,195.15,3,New / Developing Customers
15613,610,1,433.71999999999997,4,Dormant Customers
15614,438,4,3147.36,1,At-Risk Customers
15615,10,47,21373.97,0,Champions
15616,438,1,317.11,4,Dormant Customers
15617,396,3,828.5500000000001,1,At-Risk Customers
15618,33,4,776.851,3,New / Developing Customers
15619,11,1,336.40000000000003,3,New / Developing Customers
15620,57,4,1942.36,2,Loyal Customers
15621,4,4,1293.03,3,New / Developing Customers
15622,43,17,7852.61,2,Loyal Customers
15623,141,8,2437.05,2,Loyal Customers
15624,117,4,588.13,1,At-Risk Customers
15625,104,9,3236.4,2,Loyal Customers
15626,75,3,1067.52,1,At-Risk Customers
15627,457,2,566.9,1,At-Risk Customers
15628,5,17,5333.08,0,Champions
15629,450,4,2240.9,1,At-Risk Customers
15630,45,3,1481.4,3,New / Developing Customers
15631,642,1,596.67,4,Dormant Customers
15632,16,8,3285.31,2,Loyal Customers
15633,509,13,4335.96,1,At-Risk Customers
15634,17,2,554.65,3,New / Developing Customers
15635,396,1,100.35,4,Dormant Customers
15636,90,4,1444.58,1,At-Risk Customers
15637,53,5,797.59,3,New / Developing Customers
15638,379,6,2265.2,1,At-Risk Customers
15639,134,3,1065.08,1,At-Risk Customers
15640,4,29,23494.31,0,Champions
15641,105,12,5345.55,2,Loyal Customers
15642,730,1,105.78000000000002,4,Dormant Customers
15643,192,3,664.0,1,At-Risk Customers
15644,166,4,803.54,1,At-Risk Customers
15645,19,3,1055.17,3,New / Developing Customers
15646,158,5,784.8100000000001,1,At-Risk Customers
15647,415,1,169.0,4,Dormant Customers
15648,204,2,639.5,1,At-Risk Customers
15649,336,4,1660.35,1,At-Risk Customers
15650,522,2,553.88,4,Dormant Customers
15651,37,5,1259.06,2,Loyal Customers
15652,91,5,1405.94,1,At-Risk Customers
15653,93,2,877.4399999999999,1,At-Risk Customers
15654,9,2,922.53,3,New / Developing Customers
15655,243,1,560.67,4,Dormant Customers
15656,45,4,748.5,3,New / Developing Customers
15657,23,1,30.0,3,New / Developing Customers
15658,190,8,2117.27,1,At-Risk Customers
15659,44,3,532.49,3,New / Developing Customers
15660,25,15,2603.69,2,Loyal Customers
15661,317,8,1215.95,1,At-Risk Customers
15662,661,2,283.73,4,Dormant Customers
15663,106,1,138.14,4,Dormant Customers
15664,51,4,1254.03,3,New / Developing Customers
15665,168,5,3987.07,1,At-Risk Customers
15666,472,2,632.9399999999999,1,At-Risk Customers
15667,40,1,301.32,3,New / Developing Customers
15668,218,1,76.32000000000001,4,Dormant Customers
15669,40,4,684.34,3,New / Developing Customers
15670,297,2,325.2,4,Dormant Customers
15671,19,7,2657.13,2,Loyal Customers
15672,725,1,45.300000000000004,4,Dormant Customers
15673,88,9,6204.32,2,Loyal Customers
15674,73,13,6948.2300000000005,2,Loyal Customers
15675,81,4,542.04,1,At-Risk Customers
15676,19,3,3435.76,2,Loyal Customers
15677,49,3,1305.63,3,New / Developing Customers
15678,53,3,1825.94,3,New / Developing Customers
15679,24,4,781.28,3,New / Developing Customers
15680,9,10,4028.69,2,Loyal Customers
15681,25,14,2989.7,2,Loyal Customers
15682,599,2,318.24,4,Dormant Customers
15683,117,2,524.54,1,At-Risk Customers
15684,547,3,173.95,4,Dormant Customers
15685,450,1,55.980000000000004,4,Dormant Customers
15686,420,1,90.0,4,Dormant Customers
15687,9,9,2993.1,2,Loyal Customers
15688,419,1,190.57,4,Dormant Customers
15689,120,3,521.03,1,At-Risk Customers
15690,4,2,239.76,3,New / Developing Customers
15691,252,4,571.3,1,At-Risk Customers
15692,28,1,191.04,3,New / Developing Customers
15693,659,1,37.5,4,Dormant Customers
15694,1,24,9978.48,0,Champions
15695,267,4,1131.04,1,At-Risk Customers
15696,33,13,3881.2200000000003,2,Loyal Customers
15697,690,1,246.75,4,Dormant Customers
15698,624,1,46.2,4,Dormant Customers
15699,18,1,309.65,3,New / Developing Customers
15700,172,2,696.68,1,At-Risk Customers
15701,2,4,1529.0,3,New / Developing Customers
15702,476,2,140.39000000000001,4,Dormant Customers
15703,265,1,211.5,4,Dormant Customers
15704,140,6,3734.6600000000003,2,Loyal Customers
15705,201,1,143.1,4,Dormant Customers
15706,64,4,1060.56,1,At-Risk Customers
15707,35,4,916.98,3,New / Developing Customers
15708,41,9,3887.15,2,Loyal Customers
15709,284,2,327.85,4,Dormant Customers
15710,417,1,898.87,1,At-Risk Customers
15711,557,2,420.25,4,Dormant Customers
15712,9,12,3472.4100000000003,2,Loyal Customers
15713,143,4,839.64,1,At-Risk Customers
15714,12,5,783.96,3,New / Developing Customers
15715,556,5,658.02,1,At-Risk Customers
15716,146,11,2485.26,2,Loyal Customers
15717,234,5,607.0,1,At-Risk Customers
15718,540,1,293.79,4,Dormant Customers
15719,33,31,10195.97,0,Champions
15720,24,2,739.22,3,New / Developing Customers
15721,12,1,471.40000000000003,3,New / Developing Customers
15722,36,11,5234.0,2,Loyal Customers
15723,365,4,930.7,1,At-Risk Customers
15724,201,3,310.85,4,Dormant Customers
15725,15,1,415.25,3,New / Developing Customers
15726,390,1,321.91,4,Dormant Customers
15727,17,15,9371.71,0,Champions
15728,380,2,544.6,1,At-Risk Customers
15729,213,3,192.55,4,Dormant Customers
15730,66,5,1726.58,2,Loyal Customers
15731,554,1,125.3,4,Dormant Customers
15732,212,10,1543.97,1,At-Risk Customers
15733,283,1,162.3,4,Dormant Customers
15734,115,4,2263.3,1,At-Risk Customers
15735,421,1,327.68,4,Dormant Customers
15736,435,2,1767.12,1,At-Risk Customers
15737,15,8,1188.1200000000001,2,Loyal Customers
15738,19,41,13043.32,0,Champions
15739,66,1,449.12,3,New / Developing Customers
15740,49,1,154.88,3,New / Developing Customers
15741,458,2,208.62,4,Dormant Customers
15742,619,1,156.87,4,Dormant Customers
15743,16,4,775.96,3,New / Developing Customers
15744,78,1,34.8,4,Dormant Customers
15745,19,4,1094.59,3,New / Developing Customers
15746,134,1,196.88,4,Dormant Customers
15747,13,9,2499.81,2,Loyal Customers
15748,40,3,609.8100000000001,3,New / Developing Customers
15749,235,3,44534.3,2,Loyal Customers
15750,3,18,6452.991,0,Champions
15751,461,11,1380.44,1,At-Risk Customers
15752,40,9,3924.91,2,Loyal Customers
15753,305,1,79.2,4,Dormant Customers
15754,51,9,3037.61,2,Loyal Customers
15755,10,17,5993.12,0,Champions
15756,61,4,528.01,3,New / Developing Customers
15757,66,6,2940.36,2,Loyal Customers
15758,25,1,205.25,3,New / Developing Customers
15759,218,7,830.9300000000001,1,At-Risk Customers
15760,631,2,13916.34,1,At-Risk Customers
15761,443,1,143.05,4,Dormant Customers
15762,65,2,583.75,3,New / Developing Customers
15763,32,2,1086.92,3,New / Developing Customers
15764,88,8,4503.08,2,Loyal Customers
15765,667,1,370.63,4,Dormant Customers
15766,64,3,831.06,3,New / Developing Customers
15768,116,34,15308.89,0,Champions
15769,7,46,88612.52,0,Champions
15770,613,1,321.45,4,Dormant Customers
15771,604,3,1006.54,1,At-Risk Customers
15772,418,1,280.88,4,Dormant Customers
15773,6,2,774.52,3,New / Developing Customers
15774,69,6,1288.34,2,Loyal Customers
15775,245,2,150.5,4,Dormant Customers
15776,133,1,241.62,4,Dormant Customers
15777,241,7,1762.61,1,At-Risk Customers
15778,431,1,307.95,4,Dormant Customers
15779,463,2,124.08000000000001,4,Dormant Customers
15780,184,3,475.28000000000003,1,At-Risk Customers
15781,25,3,345.46,3,New / Developing Customers
15782,10,4,4014.1,2,Loyal Customers
15783,11,1,246.3,3,New / Developing Customers
15784,468,2,848.3299999999999,1,At-Risk Customers
15785,33,16,5969.93,2,Loyal Customers
15786,46,5,8501.62,2,Loyal Customers
15787,26,3,933.26,3,New / Developing Customers
15788,509,1,221.82999999999998,4,Dormant Customers
15789,358,6,1962.01,1,At-Risk Customers
15790,10,1,218.75,3,New / Developing Customers
15791,44,5,3608.34,2,Loyal Customers
15792,400,2,933.84,1,At-Risk Customers
15793,15,8,2399.57,2,Loyal Customers
15794,736,2,777.0,1,At-Risk Customers
15795,150,8,1979.8700000000001,1,At-Risk Customers
15796,1,17,5171.63,0,Champions
15797,113,6,2821.08,2,Loyal Customers
15798,493,3,1535.37,1,At-Risk Customers
15799,76,4,1421.34,1,At-Risk Customers
15800,107,7,1227.07,1,At-Risk Customers
15801,46,3,1063.95,3,New / Developing Customers
15802,143,1,451.42,4,Dormant Customers
15803,51,4,1929.66,2,Loyal Customers
15804,1,13,4206.39,0,Champions
15805,23,30,10148.93,0,Champions
15806,46,3,784.58,3,New / Developing Customers
15807,50,5,1817.52,2,Loyal Customers
15808,306,21,17180.25,2,Loyal Customers
15809,36,7,1274.44,2,Loyal Customers
15810,79,8,2999.04,2,Loyal Customers
15811,22,7,3486.15,2,Loyal Customers
15812,107,12,5201.47,2,Loyal Customers
15813,208,2,1303.9099999999999,1,At-Risk Customers
15814,17,6,2634.44,2,Loyal Customers
15815,64,5,2100.6,2,Loyal Customers
15816,542,2,144.14999999999998,4,Dormant Customers
15817,421,3,2766.4,1,At-Risk Customers
15818,588,1,340.5,4,Dormant Customers
15819,49,10,3934.79,2,Loyal Customers
15820,320,1,206.98,4,Dormant Customers
15821,44,2,570.96,3,New / Developing Customers
15822,3,6,1840.06,2,Loyal Customers
15823,372,3,3882.17,1,At-Risk Customers
15824,453,2,890.94,1,At-Risk Customers
15825,172,1,532.94,4,Dormant Customers
15826,56,4,2598.28,2,Loyal Customers
15827,73,28,3603.14,2,Loyal Customers
15828,375,1,1108.82,1,At-Risk Customers
15829,99,2,636.14,1,At-Risk Customers
15830,38,1,576.0,3,New / Developing Customers
15831,58,3,794.64,3,New / Developing Customers
15832,254,1,836.79,1,At-Risk Customers
15833,738,1,80.4,4,Dormant Customers
15834,70,7,3764.39,2,Loyal Customers
15835,44,4,954.09,3,New / Developing Customers
15836,50,1,137.37,3,New / Developing Customers
15837,65,2,777.01,3,New / Developing Customers
15838,11,34,73205.5,0,Champions
15839,33,3,1048.49,3,New / Developing Customers
15840,59,2,355.56,3,New / Developing Customers
15841,73,9,2742.41,2,Loyal Customers
15842,393,2,548.8,1,At-Risk Customers
15843,304,1,118.95000000000002,4,Dormant Customers
15844,46,1,130.73999999999998,3,New / Developing Customers
15845,18,11,4426.28,2,Loyal Customers
15846,385,1,107.01,4,Dormant Customers
15847,38,5,822.57,3,New / Developing Customers
15848,622,1,137.99,4,Dormant Customers
15850,19,6,1006.75,2,Loyal Customers
15851,527,1,109.73,4,Dormant Customers
15852,187,3,257.26,4,Dormant Customers
15853,52,1,110.8,4,Dormant Customers
15854,4,21,5578.28,0,Champions
15855,137,6,1052.72,1,At-Risk Customers
15856,4,52,32275.95,0,Champions
15857,19,2,570.48,3,New / Developing Customers
15858,16,13,3552.41,2,Loyal Customers
15859,432,1,438.46,4,Dormant Customers
15860,41,17,2361.3,2,Loyal Customers
15861,12,12,4369.2,2,Loyal Customers
15862,8,13,2512.29,2,Loyal Customers
15863,26,5,355.1,3,New / Developing Customers
15864,22,7,2180.76,2,Loyal Customers
15865,41,5,2241.42,2,Loyal Customers
15866,101,1,211.89,4,Dormant Customers
15867,5,31,8923.3,0,Champions
15868,583,1,94.53,4,Dormant Customers
15869,277,3,321.11,4,Dormant Customers
15870,33,4,857.46,3,New / Developing Customers
15871,437,1,33.099999999999994,4,Dormant Customers
15872,15,4,729.25,3,New / Developing Customers
15873,500,4,313.91999999999996,1,At-Risk Customers
15874,64,21,11284.76,0,Champions
15875,646,1,108.52,4,Dormant Customers
15876,409,2,1449.1399999999999,1,At-Risk Customers
15877,2,2,490.33,3,New / Developing Customers
15878,562,2,330.77,4,Dormant Customers
15879,404,4,1137.8,1,At-Risk Customers
15880,369,1,329.03000000000003,4,Dormant Customers
15881,312,5,501.39000000000004,1,At-Risk Customers
15882,199,8,1124.66,1,At-Risk Customers
15883,2,2,396.48,3,New / Developing Customers
15884,432,2,244.60000000000002,4,Dormant Customers
15885,93,15,1951.82,2,Loyal Customers
15886,60,4,1052.8700000000001,3,New / Developing Customers
15887,407,3,1027.15,1,At-Risk Customers
15888,81,3,429.16,3,New / Developing Customers
15889,157,8,1427.6,1,At-Risk Customers
15890,395,5,535.65,1,At-Risk Customers
15891,227,1,511.68,4,Dormant Customers
15892,669,1,128.2,4,Dormant Customers
15893,482,1,305.28000000000003,4,Dormant Customers
15894,253,2,258.25,4,Dormant Customers
15895,150,1,179.17,4,Dormant Customers
15897,194,2,208.59,4,Dormant Customers
15898,1,25,4996.45,0,Champions
15899,369,1,56.25,4,Dormant Customers
15900,24,4,886.5699999999999,3,New / Developing Customers
15901,17,7,687.72,3,New / Developing Customers
15902,380,1,145.01,4,Dormant Customers
15903,10,12,8939.84,0,Champions
15904,8,1,164.68,3,New / Developing Customers
15905,543,1,114.69,4,Dormant Customers
15906,20,10,2530.19,2,Loyal Customers
15907,4,3,882.72,3,New / Developing Customers
15908,491,2,758.62,1,At-Risk Customers
15909,174,1,191.94,4,Dormant Customers
15910,1,15,2661.17,0,Champions
15911,624,8,1700.24,1,At-Risk Customers
15912,178,9,1074.7,1,At-Risk Customers
15913,534,1,6.300000000000001,4,Dormant Customers
15914,378,2,205.99,4,Dormant Customers
15915,402,1,364.45,4,Dormant Customers
15916,16,13,3145.2400000000002,2,Loyal Customers
15917,248,5,530.17,1,At-Risk Customers
15918,191,3,582.88,1,At-Risk Customers
15919,20,2,525.69,3,New / Developing Customers
15920,154,9,569.14,1,At-Risk Customers
15921,173,4,775.26,1,At-Risk Customers
15922,373,1,369.5,4,Dormant Customers
15923,373,1,127.08,4,Dormant Customers
15924,731,1,102.82,4,Dormant Customers
15925,194,1,207.15,4,Dormant Customers
15926,542,1,134.44,4,Dormant Customers
15927,647,1,106.54,4,Dormant Customers
15928,656,1,293.53,4,Dormant Customers
15929,644,1,594.0,4,Dormant Customers
15930,67,1,426.63,3,New / Developing Customers
15931,428,1,239.9,4,Dormant Customers
15932,4,8,2495.87,2,Loyal Customers
15933,21,3,1107.46,3,New / Developing Customers
15934,418,2,2190.66,1,At-Risk Customers
15935,239,2,416.86,4,Dormant Customers
15936,379,2,282.79,4,Dormant Customers
15937,64,1,145.35,4,Dormant Customers
15938,112,9,734.81,1,At-Risk Customers
15939,90,16,9060.39,2,Loyal Customers
15940,311,1,35.8,4,Dormant Customers
15941,637,1,405.0,4,Dormant Customers
15942,134,1,337.44,4,Dormant Customers
15943,650,2,271.28999999999996,4,Dormant Customers
15944,277,4,2164.24,1,At-Risk Customers
15945,365,4,646.27,1,At-Risk Customers
15946,503,3,2304.18,1,At-Risk Customers
15947,83,1,1708.24,1,At-Risk Customers
15948,8,3,1509.0900000000001,3,New / Developing Customers
15949,17,2,364.72,3,New / Developing Customers
15950,32,10,7120.91,2,Loyal Customers
15951,9,3,1013.17,3,New / Developing Customers
15952,34,4,781.91,3,New / Developing Customers
15953,15,18,3440.3399999999997,2,Loyal Customers
15954,589,1,190.75,4,Dormant Customers
15955,24,22,8085.9800000000005,0,Champions
15956,551,2,617.6,1,At-Risk Customers
15957,32,3,921.25,3,New / Developing Customers
15958,74,4,462.12,3,New / Developing Customers
15959,682,3,542.89,1,At-Risk Customers
15960,374,4,410.95,1,At-Risk Customers
15961,379,1,451.28999999999996,4,Dormant Customers
15962,449,1,289.48,4,Dormant Customers
15963,20,2,470.76,3,New / Developing Customers
15964,663,1,269.21000000000004,4,Dormant Customers
15965,17,13,2771.94,2,Loyal Customers
15966,451,1,426.53000000000003,4,Dormant Customers
15967,23,12,2966.0,2,Loyal Customers
15968,388,1,404.55,4,Dormant Customers
15969,3,5,1127.05,3,New / Developing Customers
15970,304,2,1017.32,1,At-Risk Customers
15971,18,18,5902.83,0,Champions
15972,456,5,1769.33,1,At-Risk Customers
15973,367,3,680.62,1,At-Risk Customers
15974,39,7,3442.15,2,Loyal Customers
15975,84,1,371.01,4,Dormant Customers
15976,165,6,1694.41,1,At-Risk Customers
15977,17,2,1054.73,3,New / Developing Customers
15978,77,3,3279.42,1,At-Risk Customers
15979,603,1,329.22,4,Dormant Customers
15980,89,7,6543.68,2,Loyal Customers
15981,25,21,9362.77,0,Champions
15982,605,1,324.51,4,Dormant Customers
15983,22,8,3110.37,2,Loyal Customers
15984,3,30,8393.02,0,Champions
15985,123,7,2715.28,2,Loyal Customers
15986,30,2,354.42,3,New / Developing Customers
15987,12,8,1535.99,2,Loyal Customers
15988,19,3,738.89,3,New / Developing Customers
15989,376,2,368.31,4,Dormant Customers
15990,44,7,1997.75,2,Loyal Customers
15991,534,1,150.55,4,Dormant Customers
15992,4,3,896.6,3,New / Developing Customers
15993,9,7,2777.67,2,Loyal Customers
15994,55,3,1175.68,3,New / Developing Customers
15995,414,1,694.54,4,Dormant Customers
15996,88,7,1386.4,2,Loyal Customers
15998,37,16,8274.14,2,Loyal Customers
15999,736,1,20.4,4,Dormant Customers
16000,3,3,12393.7,2,Loyal Customers
16001,381,1,583.39,4,Dormant Customers
16002,625,1,169.21,4,Dormant Customers
16003,30,10,5613.83,2,Loyal Customers
16004,475,5,2146.39,1,At-Risk Customers
16005,12,10,2365.4900000000002,2,Loyal Customers
16006,211,2,332.82,4,Dormant Customers
16007,48,7,3053.06,2,Loyal Customers
16008,24,15,5339.13,2,Loyal Customers
16009,22,4,972.11,3,New / Developing Customers
16010,246,11,1694.86,1,At-Risk Customers
16011,8,29,5601.01,0,Champions
16012,35,5,2978.59,2,Loyal Customers
16013,4,84,56078.44,0,Champions
16014,38,5,1100.28,2,Loyal Customers
16015,4,3,704.55,3,New / Developing Customers
16016,3,11,2083.4,2,Loyal Customers
16017,47,5,1545.58,2,Loyal Customers
16018,39,4,698.13,3,New / Developing Customers
16019,47,27,17329.16,0,Champions
16020,17,3,851.01,3,New / Developing Customers
16021,395,2,487.03,4,Dormant Customers
16022,260,1,602.63,4,Dormant Customers
16023,46,3,719.81,3,New / Developing Customers
16024,12,3,483.99,3,New / Developing Customers
16025,30,1,439.65999999999997,3,New / Developing Customers
16026,43,1,236.09,3,New / Developing Customers
16027,92,15,2048.36,2,Loyal Customers
16028,596,1,82.2,4,Dormant Customers
16029,39,107,117763.62,0,Champions
16030,310,1,331.24,4,Dormant Customers
16031,92,2,547.9,3,New / Developing Customers
16032,456,6,1965.72,1,At-Risk Customers
16033,6,27,10608.81,0,Champions
16034,196,6,911.3199999999999,1,At-Risk Customers
16035,560,1,217.73,4,Dormant Customers
16036,87,4,2556.84,1,At-Risk Customers
16037,270,5,1509.34,1,At-Risk Customers
16038,8,3,471.78000000000003,3,New / Developing Customers
16039,424,2,456.4,4,Dormant Customers
16040,65,7,2416.9,2,Loyal Customers
16041,31,3,3166.4,2,Loyal Customers
16042,22,8,2245.32,2,Loyal Customers
16043,38,8,1856.5900000000001,2,Loyal Customers
16044,435,1,340.84000000000003,4,Dormant Customers
16045,120,8,3434.9300000000003,2,Loyal Customers
16046,562,1,235.78,4,Dormant Customers
16047,682,1,107.14,4,Dormant Customers
16048,373,4,818.7900000000001,1,At-Risk Customers
16049,40,6,1852.15,2,Loyal Customers
16050,174,3,300.7,4,Dormant Customers
16051,682,1,188.44,4,Dormant Customers
16052,54,1,362.06,3,New / Developing Customers
16053,33,6,3634.84,2,Loyal Customers
16054,145,4,2111.88,1,At-Risk Customers
16055,221,1,134.8,4,Dormant Customers
